,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
74,Litecoin,2250,197.6189240429689,197.6189240429689,165.2501944451024,165.2501944451024,54,54,0,0,108
75,Litecoin,2280,197.6189240429689,197.6189240429689,181.01431688742588,181.01431688742588,53,53,0,0,106
76,Litecoin,2310,197.6189240429689,197.6189240429689,172.5850669575691,172.5850669575691,52,52,0,0,104
77,Litecoin,2340,197.6189240429689,197.6189240429689,164.07322938560276,164.07322938560276,52,52,0,0,104
78,Litecoin,2370,197.6189240429689,197.6189240429689,179.5074809170062,179.5074809170062,50,50,0,0,100
79,Litecoin,2400,197.6189240429689,197.6189240429689,173.12082594772596,173.12082594772596,50,50,0,0,100
80,Litecoin,2430,197.6189240429689,197.6189240429689,177.6436556021843,177.6436556021843,50,50,0,0,100
81,Litecoin,2460,197.6189240429689,197.6189240429689,172.57593809121119,172.57593809121119,50,50,0,0,100
82,Litecoin,2490,197.6189240429689,197.6189240429689,175.4406280149637,175.4406280149637,49,49,0,0,98
83,Litecoin,2520,197.6189240429689,197.6189240429689,175.4406280149637,175.4406280149637,49,49,0,0,98
84,Litecoin,2550,197.6189240429689,197.6189240429689,191.91512129899604,191.91512129899604,48,48,0,0,96
85,Litecoin,2580,197.6189240429689,197.6189240429689,201.740840626195,201.740840626195,46,46,0,0,92
86,Litecoin,2610,197.6189240429689,197.6189240429689,200.02775215983775,200.02775215983775,46,46,0,0,92
87,Litecoin,2640,197.6189240429689,197.6189240429689,181.87795723301775,181.87795723301775,46,46,0,0,92
88,Litecoin,2670,197.6189240429689,197.6189240429689,178.7875954587073,178.7875954587073,46,46,0,0,92
89,Litecoin,2700,197.6189240429689,197.6189240429689,162.40572597495355,162.40572597495355,47,47,0,0,94
90,Litecoin,2730,197.6189240429689,197.6189240429689,147.90247978350067,147.9024797835007,46,46,0,0,92
91,Litecoin,2760,197.6189240429689,197.6189240429689,147.3055338319765,147.3055338319765,46,46,0,0,92
92,Litecoin,2790,197.6189240429689,197.6189240429689,134.6590518387665,134.65905183876652,46,46,0,0,92
93,Litecoin,2820,197.6189240429689,197.6189240429689,134.6590518387665,134.65905183876652,46,46,0,0,92
94,Litecoin,2850,197.6189240429689,197.6189240429689,147.432907492224,147.432907492224,45,45,0,0,90
95,Litecoin,2880,197.6189240429689,197.6189240429689,156.9388936801281,156.9388936801281,44,44,0,0,88
