,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
18,Ethereum,570,465.69359923606964,465.69359923606964,234.57948917748394,234.57948917748394,190,190,0,0,380
19,Ethereum,600,465.69359923606964,465.69359923606964,260.0983509678484,260.0983509678484,181,181,0,0,362
20,Ethereum,630,465.69359923606964,465.69359923606964,376.4791378773353,376.4791378773353,169,168,0,0,337
21,Ethereum,660,465.69359923606964,465.69359923606964,270.8121306968338,270.8121306968338,166,165,0,0,331
22,Ethereum,690,465.69359923606964,465.69359923606964,269.5973587884986,269.5973587884986,156,155,0,0,311
23,Ethereum,720,465.69359923606964,465.69359923606964,240.47697437389104,240.47697437389104,153,152,0,0,305
24,Ethereum,750,465.69359923606964,465.69359923606964,247.89474891924255,247.89474891924255,148,147,0,0,295
25,Ethereum,780,465.69359923606964,465.69359923606964,304.60385319580826,304.60385319580826,141,140,0,0,281
26,Ethereum,810,465.69359923606964,465.69359923606964,263.48962775662795,263.48962775662795,138,137,0,0,275
27,Ethereum,840,465.69359923606964,465.69359923606964,280.7550337737884,280.7550337737884,134,133,0,0,267
28,Ethereum,870,465.69359923606964,465.69359923606964,282.98090452392404,282.98090452392404,129,128,0,0,257
29,Ethereum,900,465.69359923606964,465.69359923606964,260.21237576262746,260.21237576262746,129,128,0,0,257
30,Ethereum,930,465.69359923606964,465.69359923606964,260.8690749334811,260.8690749334811,124,123,0,0,247
31,Ethereum,960,465.69359923606964,465.69359923606964,255.71772253451286,255.71772253451286,121,120,0,0,241
32,Ethereum,990,465.69359923606964,465.69359923606964,239.7023932802349,239.7023932802349,118,117,0,0,235
33,Ethereum,1020,465.69359923606964,465.69359923606964,243.486266769199,243.486266769199,116,115,0,0,231
34,Ethereum,1050,465.69359923606964,465.69359923606964,306.18308091042076,306.1830809104208,110,109,0,0,219
35,Ethereum,1080,465.69359923606964,465.69359923606964,270.422243739495,270.422243739495,109,108,0,0,217
