,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
60,Dogecoin,1830,130.76880788049317,130.76880788049317,16.318421950559156,16.31842195055914,85,84,0,0,169
61,Dogecoin,1860,130.76880788049317,130.76880788049317,27.851658298041883,27.851658298041883,81,80,0,0,161
62,Dogecoin,1890,130.76880788049317,130.76880788049317,34.42595656100036,34.42595656100036,78,77,0,0,155
63,Dogecoin,1920,130.76880788049317,130.76880788049317,32.874860975433904,32.874860975433904,77,76,0,0,153
64,Dogecoin,1950,130.76880788049317,130.76880788049317,38.6759338545904,38.6759338545904,74,73,0,0,147
65,Dogecoin,1980,130.76880788049317,130.76880788049317,43.24380244794719,43.24380244794719,72,71,0,0,143
66,Dogecoin,2010,130.76880788049317,130.76880788049317,44.6227560037313,44.6227560037313,70,69,0,0,139
67,Dogecoin,2040,130.76880788049317,130.76880788049317,37.804329008147846,37.804329008147846,70,69,0,0,139
68,Dogecoin,2070,130.76880788049317,130.76880788049317,40.85807295883123,40.85807295883123,69,68,0,0,137
69,Dogecoin,2100,130.76880788049317,130.76880788049317,45.39809974116329,45.39809974116329,68,67,0,0,135
70,Dogecoin,2130,130.76880788049317,130.76880788049317,37.01581850256861,37.01581850256861,68,67,0,0,135
71,Dogecoin,2160,130.76880788049317,130.76880788049317,36.247395685918974,36.247395685918974,68,67,0,0,135
72,Dogecoin,2190,130.76880788049317,130.76880788049317,40.55647726076086,40.55647726076086,67,66,0,0,133
73,Dogecoin,2220,130.76880788049317,130.76880788049317,36.39410060796564,36.39410060796564,67,66,0,0,133
74,Dogecoin,2250,130.76880788049317,130.76880788049317,38.22677716812544,38.22677716812544,66,65,0,0,131
75,Dogecoin,2280,130.76880788049317,130.76880788049317,29.88329452873569,29.88329452873569,65,64,0,0,129
76,Dogecoin,2310,130.76880788049317,130.76880788049317,32.24872152230162,32.24872152230162,64,63,0,0,127
77,Dogecoin,2340,130.76880788049317,130.76880788049317,39.072092769315674,39.072092769315674,62,61,0,0,123
78,Dogecoin,2370,130.76880788049317,130.76880788049317,39.260851176965105,39.260851176965105,60,59,0,0,119
79,Dogecoin,2400,130.76880788049317,130.76880788049317,40.96106287734881,40.96106287734881,59,58,0,0,117
80,Dogecoin,2430,130.76880788049317,130.76880788049317,40.442257653071124,40.442257653071124,58,57,0,0,115
81,Dogecoin,2460,130.76880788049317,130.76880788049317,39.349673928841355,39.349673928841355,58,57,0,0,115
82,Dogecoin,2490,130.76880788049317,130.76880788049317,48.895487533654716,48.895487533654716,55,54,0,0,109
83,Dogecoin,2520,130.76880788049317,130.76880788049317,46.328086695528526,46.328086695528526,54,53,0,0,107
84,Dogecoin,2550,130.76880788049317,130.76880788049317,44.078030099636294,44.078030099636294,54,53,0,0,107
85,Dogecoin,2580,130.76880788049317,130.76880788049317,36.74569624160222,36.74569624160222,54,53,0,0,107
86,Dogecoin,2610,130.76880788049317,130.76880788049317,35.20587612762611,35.20587612762611,54,53,0,0,107
87,Dogecoin,2640,130.76880788049317,130.76880788049317,33.962375855494344,33.962375855494344,54,53,0,0,107
88,Dogecoin,2670,130.76880788049317,130.76880788049317,34.324236174221085,34.324236174221085,53,52,0,0,105
89,Dogecoin,2700,130.76880788049317,130.76880788049317,29.129320609853522,29.129320609853522,53,52,0,0,105
90,Dogecoin,2730,130.76880788049317,130.76880788049317,25.836860253954256,25.836860253954256,53,52,0,0,105
91,Dogecoin,2760,130.76880788049317,130.76880788049317,32.10779088602325,32.10779088602325,52,51,0,0,103
92,Dogecoin,2790,130.76880788049317,130.76880788049317,34.081782360692785,34.081782360692785,51,50,0,0,101
93,Dogecoin,2820,130.76880788049317,130.76880788049317,35.713353059053844,35.713353059053844,50,49,0,0,99
94,Dogecoin,2850,130.76880788049317,130.76880788049317,44.64344462206992,44.64344462206992,49,48,0,0,97
95,Dogecoin,2880,130.76880788049317,130.76880788049317,54.65894974428127,54.65894974428127,48,47,0,0,95
